loss_avg;epoch;iteration;global_iteration
0.0007713072118349373;1;3595;9200
0.020286833867430687;1;3695;9300
0.05614729970693588;1;3795;9400
0.015847593545913696;1;3895;9500
0.025841742753982544;1;3995;9600
0.006044317502528429;1;4095;9700
0.0016693572979420424;1;4195;9800
0.06186841055750847;1;4295;9900
0.00013758003478869796;1;4395;10000
0.04213982820510864;1;4495;10100
0.08318047970533371;1;4595;10200
0.09824927151203156;1;4695;10300
0.03232499584555626;1;4795;10400
4.011212877230719e-05;1;4895;10500
0.05937580019235611;1;4995;10600
0.028406664729118347;1;5095;10700
0.04369429498910904;1;5195;10800
0.00029708255897276103;1;5295;10900
0.044808149337768555;1;5395;11000
0.011786106042563915;1;5495;11100
3.509865564410575e-05;1;5595;11200
0.05921272188425064;2;90;11300
0.016583075746893883;2;190;11400
0.0032701941672712564;2;290;11500
0.0578671395778656;2;390;11600
0.0046178195625543594;2;490;11700
0.055725254118442535;2;590;11800
0.025839200243353844;2;690;11900
0.004383292980492115;2;790;12000
0.015339158475399017;2;890;12100
0.00023445712577085942;2;990;12200
0.005758782383054495;2;1090;12300
0.012824647128582;2;1190;12400
0.008967977948486805;2;1290;12500
8.812766463961452e-05;2;1390;12600
0.2442973554134369;2;1490;12700
0.03741283714771271;2;1590;12800
0.03649063780903816;2;1690;12900
0.004250933416187763;2;1790;13000
0.028182651847600937;2;1890;13100
0.004147956147789955;2;1990;13200
0.008190286345779896;2;2090;13300
0.005012129433453083;2;2190;13400
0.016443703323602676;2;2290;13500
0.06770415604114532;2;2390;13600
0.19877935945987701;2;2490;13700
0.005454718135297298;2;2590;13800
0.025672035291790962;2;2690;13900
0.0003614254528656602;2;2790;14000
0.08737941086292267;2;2890;14100
0.1288231611251831;2;2990;14200
0.000124267244245857;2;3090;14300
0.021016083657741547;2;3190;14400
0.0337693989276886;2;3290;14500
0.002572078723460436;2;3390;14600
7.63094885769533e-06;2;3490;14700
0.007066935766488314;2;3590;14800
0.05890253558754921;2;3690;14900
0.02817082405090332;2;3790;15000
0.0028172589372843504;2;3890;15100
0.0043687839061021805;2;3990;15200
0.0037916479632258415;2;4090;15300
0.05338006466627121;2;4190;15400
0.0815393403172493;2;4290;15500
0.014265717938542366;2;4390;15600
0.0030080333817750216;2;4490;15700
0.015203594230115414;2;4590;15800
0.038368094712495804;2;4690;15900
0.000475435663247481;2;4790;16000
0.003454746212810278;2;4890;16100
6.524523087136913e-06;2;4990;16200
0.0019161178497597575;2;5090;16300
0.003932095132768154;2;5190;16400
0.02861461415886879;2;5290;16500
0.08707698434591293;2;5390;16600
0.16246122121810913;2;5490;16700
0.007956309244036674;2;5590;16800
0.010791260749101639;3;85;16900
7.217070378828794e-05;3;185;17000
6.164919614093378e-05;3;285;17100
0.03342471644282341;3;385;17200
0.000684164697304368;3;485;17300
0.007792199961841106;3;585;17400
0.03936748951673508;3;685;17500
0.005422442685812712;3;785;17600
0.049612436443567276;3;885;17700
0.0013569188304245472;3;985;17800
1.187626548926346e-05;3;1085;17900
0.0029225561302155256;3;1185;18000
0.001206178218126297;3;1285;18100
0.09319192171096802;3;1385;18200
0.0026676408015191555;3;1485;18300
0.00015875193639658391;3;1585;18400
0.002328305970877409;3;1685;18500
0.0009805354056879878;3;1785;18600
0.003727211616933346;3;1885;18700
0.01291720476001501;3;1985;18800
0.011359632015228271;3;2085;18900
3.903698143403744e-06;3;2185;19000
0.0023434716276824474;3;2285;19100
0.0038774553686380386;3;2385;19200
0.00024891155771911144;3;2485;19300
0.01948298141360283;3;2585;19400
5.3572712204186246e-05;3;2685;19500
0.0017119942931458354;3;2785;19600
2.7946773116127588e-05;3;2885;19700
0.0004115059564355761;3;2985;19800
0.0017500658286735415;3;3085;19900
0.0013121379306539893;3;3185;20000
0.00011674289271468297;3;3285;20100
0.03653508797287941;3;3385;20200
0.0900111272931099;3;3485;20300
0.001637329114601016;3;3585;20400
0.034109752625226974;3;3685;20500
6.127320375526324e-07;3;3785;20600
0.0025406251661479473;3;3885;20700
0.0028421219903975725;3;3985;20800
0.00434355391189456;3;4085;20900
1.0315783583791927e-05;3;4185;21000
0.0010322430171072483;3;4285;21100
0.0008866583229973912;3;4385;21200
0.002395348623394966;3;4485;21300
0.039999306201934814;3;4585;21400
5.810602306155488e-05;3;4685;21500
0.0003993428545072675;3;4785;21600
0.10091378539800644;3;4885;21700
0.0005599427968263626;3;4985;21800
0.0015723500400781631;3;5085;21900
0.004258858039975166;3;5185;22000
0.0029088370501995087;3;5285;22100
0.0011433655163273215;3;5385;22200
0.000200497786863707;3;5485;22300
0.06144406273961067;3;5585;22400
0.003420792054384947;4;80;22500
0.00033341467496939003;4;180;22600
0.00048148876521736383;4;280;22700
0.010376873426139355;4;380;22800
0.003773285774514079;4;480;22900
0.0015813950449228287;4;580;23000
1.3398670262176893e-06;4;680;23100
2.7393957680033054e-06;4;780;23200
0.005586410406976938;4;880;23300
0.0016260669799521565;4;980;23400
0.0030158753506839275;4;1080;23500
0.03371429815888405;4;1180;23600
0.04835592582821846;4;1280;23700
1.7827118426794186e-05;4;1380;23800
0.003775537945330143;4;1480;23900
0.004193844273686409;4;1580;24000
0.01793176867067814;4;1680;24100
0.011335114017128944;4;1780;24200
0.03929171711206436;4;1880;24300
0.0025121797807514668;4;1980;24400
0.02724609524011612;4;2080;24500
0.04786224663257599;4;2180;24600
0.07849901914596558;4;2280;24700
4.658908073906787e-05;4;2380;24800
0.01605975069105625;4;2480;24900
0.005006010644137859;4;2580;25000
0.045438431203365326;4;2680;25100
0.002051487099379301;4;2780;25200
0.05143194645643234;4;2880;25300
0.0004842461785301566;4;2980;25400
3.596220267354511e-05;4;3080;25500
0.0025625331327319145;4;3180;25600
0.0003315752255730331;4;3280;25700
0.0010266508907079697;4;3380;25800
1.668929527909313e-08;4;3480;25900
0.06893657892942429;4;3580;26000
0.0044190408661961555;4;3680;26100
0.013642440550029278;4;3780;26200
0.023423874750733376;4;3880;26300
0.00058859953423962;4;3980;26400
0.012311450205743313;4;4080;26500
0.0029968705493956804;4;4180;26600
0.0009747445583343506;4;4280;26700
2.861019652300456e-07;4;4380;26800
0.0002806719276122749;4;4480;26900
2.0980797899028403e-07;4;4580;27000
4.44180222984869e-05;4;4680;27100
1.1413403626647778e-05;4;4780;27200
0.0004084651591256261;4;4880;27300
0.021466203033924103;4;4980;27400
4.1991934267571196e-05;4;5080;27500
5.779889761470258e-06;4;5180;27600
0.004896658007055521;4;5280;27700
2.1969667614030186e-06;4;5380;27800
0.0021901708096265793;4;5480;27900
0.0002237337757833302;4;5580;28000
